,raw_text,aspects,sentiments
3583,After confronting the counter clerck he assured me the soups would stay warm as long as I wasn't walking 20 minutes to my destination.,"['counter', 'soups']","['neutral', 'positive']"
3584,"I've eaten here a couple times and the food is always good (jerk chix wings, fried chicken, meat loaf, etc) but the service is terrible.","['food', 'fried chicken']","['neutral', 'negative']"
3585,the service was horrible then and the food was decent.,"['service', 'food']","['negative', 'positive']"
3586,"We were put on the wait list, seated in 15 min after a quick drink at the bar and had an incredibly entertaining waiter and dined next to a few regulars who raved.","['wait list', 'bar', 'waiter']","['neutral', 'neutral', 'positive']"
3587,"As host of the party with a full guestlisted group, I still had to wait online for 20 minutes before anyone from the staff would even look in my direction.","['host', 'staff']","['neutral', 'negative']"
3588,"went for dinner with two friends and all of us were raving about our meals--the best steak i've had in a long time, and the duck and salmon were also delicious.","['dinner', 'meals', 'steak', 'duck', 'salmon']","['neutral', 'positive', 'positive', 'positive', 'positive']"
3589,"Casual and kid-friendly, the red-and-gold colored restaurants offer quick drive-thru or dine-in service with a menu of burgers, sandwiches and more.","['service', 'burgers', 'sandwiches', 'menu']","['positive', 'neutral', 'neutral', 'neutral']"
3590,The service was spotty as a couple of drink orders were forgotten and the waiter didn't really come to check on us.,"['service', 'drink', 'waiter']","['negative', 'neutral', 'negative']"
3591,"D, who can't decide on a single dish, the tapas menu allowed me to express my true culinary self.","['dish', 'tapas menu']","['negative', 'positive']"
3592,The recipe uses shrimp with shell since they preserve the juice much better and it just made me remember my childhood at the beach in Acapulco.,"['recipe uses shrimp', 'juice']","['neutral', 'positive']"
3593,"Build your own pie--add toppings to either Ultimate Deep Dish, Crunchy Thin Crust or Classic Hand Tossed styles--or select a Feast Pizza, like the MeatZZa Feast, topped with pepperoni, ham, beef and Italian sausage.","['toppings', 'Crust', 'Feast Pizza', 'MeatZZa', 'pepperoni', 'ham', 'beef', 'Italian sausage']","['neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3594,"Luckily, I made reservations for our group or else it would have been a long wait.","['reservations', 'wait']","['neutral', 'negative']"
3595,"Came recommended to us, but we found the food to be so-so, the service good, but we were told we could not order desert since the table we were at had a reservation waiting.","['food', 'waiting']","['negative', 'neutral']"
3596,We didn't order-the waiter just kept piling the food in front of us.,"['waiter', 'food']","['negative', 'neutral']"
3597,"Denny's serves a better Grand Slam breakfast--and at a quarter of the price (I paid $21 w/o tip for b-fast--I went back a second time, because the restaurant was highly touted and I thought the first bad experience was a fluke.","['Grand Slam breakfast', 'price', 'tip']","['positive', 'neutral', 'neutral']"
3598,"The server was dutiful yet insincere, the brunch drinks above average.","['server', 'brunch drinks']","['negative', 'positive']"
3599,For dinner we decided to take our servers advice and order several items to share.,"['dinner', 'servers']","['neutral', 'positive']"
3600,Then the menu is all in Italian well I don't speak Italian so it took forever for the waitress to translate.,"['menu', 'waitress']","['neutral', 'negative']"
3601,"The food is decent, too commercialized Italian food, and very verylarge portions, which ca end up being very expensive if you are not up for sharing and ordering wisely.","['Italian food', 'portions', 'wisely']","['positive', 'positive', 'neutral']"
3602,"Not being familiar with Vietnamese cuisine, we found the menu descriptions very helpful.","['Vietnamese cuisine', 'menu']","['neutral', 'positive']"
3603,"All of the dishes we had were very good, but the fries were a little on the salty side, which we actually didn't mind.","['dishes', 'fries']","['positive', 'negative']"
3604,The food was phenomenal- brought me back to Tuscany with that olive oil.,"['food', 'olive oil']","['positive', 'neutral']"
3605,"Amazingly tasty cheese drenched in oil and soft yet crisp perfect dough, who could ask for more?","['cheese', 'oil', 'dough']","['positive', 'neutral', 'positive']"
3606,"Risotto's, Sushi Tuna, wasabi aioli, Steak Frite, and the Best weekend Brunch in Queens.","['Sushi Tuna', 'wasabi aioli', 'Steak', 'Brunch']","['neutral', 'neutral', 'neutral', 'positive']"
3607,I ordered the flounder special - the fish was fresh but the dish lacked flavor.,"['fish', 'dish', 'flavor']","['positive', 'negative', 'negative']"
3608,"Their Korean menu was also equally impressive, A must try is the Kimchee cabbage pancakes as an appetiser ( the portions were as big as an entree!)","['pancakes', 'portions']","['neutral', 'positive']"
3609,"The waiter told us that he had checked with the kitchen because he noticed that we had not gotten our dinners and they said it would be out shortly, shouldn't someone have said something to us?","['waiter', 'dinners']","['negative', 'neutral']"
3610,Our waiter was confused and forgot an additional soda when we asked for it.,"['waiter', 'soda']","['negative', 'neutral']"
3611,We were left to choose between boring salmon and chicken entres or a duck substitution.,"['chicken', 'duck substitution']","['negative', 'positive']"
3612,"Just expect to wait a good twenty minutes before they take your order (even when the restaurant is half empty), you'll have to ask at least 5 waiters and a manager for coffee before they bring it to you and when they bring your orders out wrong, expect the manager to side with the chef and not you.","['waiters', 'coffee', 'chef']","['negative', 'neutral', 'neutral']"
3613,It is a nice room with a cool bar and you should stop in for a drink and Tapas but dinner was very weak!!!!,"['room', 'bar', 'drink', 'dinner']","['positive', 'positive', 'neutral', 'negative']"
3614,"The calamari salad was great while the lamb ribs were fat, fattier and fattiest.","['calamari salad', 'lamb ribs']","['positive', 'negative']"
3615,"In my opinion, the bar is not very well laid out, its narrow design makes it hard to meet a group for drinks.","['bar', 'design', 'drinks']","['neutral', 'negative', 'neutral']"
3616,Our waiter was completely unfamiliar with the menu and did not bother to tell us that they were out of several items (even though we arrived at 7 pm on a Saturday night!),"['waiter', 'menu']","['negative', 'neutral']"
3617,"The music was a bit loud but the song selection was great, so we blew off desert and had another round of drinks at the bar.","['selection', 'drinks', 'bar']","['positive', 'neutral', 'neutral']"
3618,The waitress let us taste three wines before deciding (we were only ordering glasses) and then we chose to eat at the bar (same menu) since it was so comfortable.,"['waitress', 'bar', 'menu']","['positive', 'positive', 'neutral']"
3619,You get three courses for $20 at lunch and the amount of food is more than enough for anyone to leave feeling fully satisfied.,"['courses', 'lunch', 'amount of food']","['neutral', 'neutral', 'positive']"
3620,A+ for the food but the wait staffs need to educate themselves better.,"['food', 'wait staffs']","['positive', 'negative']"
3621,We decided to get out of there and go to a safe place with bigger portions and normal food.,"['portions', 'food']","['positive', 'neutral']"
3622,the wait staff looks like were doing us a favor giving us service and two loud guys at the bar made my evening with my wife quiet miserable.,"['wait staff', 'service', 'bar']","['negative', 'neutral', 'neutral']"
3623,"The tables were too close together, the food wasn't impressive, and the service was often times completely missing - waiting 45 minutes between ending dinner and being asked about dessert is not what a restaurant of this caliber should be all about.","['tables', 'food', 'service', 'dinner', 'dessert']","['negative', 'negative', 'negative', 'neutral', 'neutral']"
3624,"unbeknownst to the three of us, the hostess made note of the fact that i was celebrating my b-day after a member of my dinner party made a very brief reference to it as we were seated.","['hostess', 'dinner']","['positive', 'neutral']"
3625,"Enjoy the food, because it is remarkable, but don't be too willing to be gratuitis to a server that does not deserve it.","['food', 'server']","['positive', 'negative']"
